country_name,sport,BRONZE,GOLD,SILVER,TOTAL
Sweden,Tennis,0,0,0,0
Sweden,Weightlifting,0,0,0,0
Sweden,Wrestling,0,0,0,0
Switzerland,Artistic Gymnastics,0,0,0,0
Switzerland,Athletics,0,0,0,0
Switzerland,Badminton,0,0,0,0
Switzerland,Canoe Slalom,0,0,0,0
Switzerland,Cycling BMX Freestyle,1,0,0,1
Switzerland,Cycling BMX Racing,0,0,0,0
Switzerland,Cycling Mountain Bike,1,1,2,4
Switzerland,Cycling Road,0,0,1,1
Switzerland,Cycling Track,0,0,0,0
Switzerland,Diving,0,0,0,0
Switzerland,Equestrian,0,0,0,0
Switzerland,Fencing,0,0,0,0
Switzerland,Golf,0,0,0,0
Switzerland,Judo,0,0,0,0
Switzerland,Karate,0,0,0,0
Switzerland,Rowing,0,0,0,0
Switzerland,Sailing,0,0,0,0
Switzerland,Shooting,1,1,0,2
Switzerland,Sport Climbing,0,0,0,0
Switzerland,Swimming,2,0,0,2
Switzerland,Table Tennis,0,0,0,0
Switzerland,Tennis,0,1,0,1
Switzerland,Triathlon,0,0,0,0
Switzerland,Wrestling,0,0,0,0
Syrian Arab Republic,Equestrian,0,0,0,0
Syrian Arab Republic,Table Tennis,0,0,0,0
Syrian Arab Republic,Triathlon,0,0,0,0
Syrian Arab Republic,Weightlifting,1,0,0,1
Tajikistan,Boxing,0,0,0,0
Tajikistan,Judo,0,0,0,0
Thailand,Athletics,0,0,0,0
Thailand,Badminton,0,0,0,0
Thailand,Boxing,1,0,0,1
Thailand,Canoe Sprint,0,0,0,0
Thailand,Cycling BMX Racing,0,0,0,0
Thailand,Cycling Road,0,0,0,0
Thailand,Equestrian,0,0,0,0
Thailand,Golf,0,0,0,0
Thailand,Judo,0,0,0,0
Thailand,Sailing,0,0,0,0
Thailand,Shooting,0,0,0,0
Thailand,Table Tennis,0,0,0,0
Thailand,Taekwondo,0,1,0,1
Togo,Rowing,0,0,0,0
Togo,Table Tennis,0,0,0,0
Tonga,Taekwondo,0,0,0,0
Tonga,Weightlifting,0,0,0,0
Trinidad and Tobago,Athletics,0,0,0,0
Trinidad and Tobago,Boxing,0,0,0,0
Trinidad and Tobago,Cycling Road,0,0,0,0
Trinidad and Tobago,Cycling Track,0,0,0,0
Trinidad and Tobago,Judo,0,0,0,0
Trinidad and Tobago,Rowing,0,0,0,0
Trinidad and Tobago,Sailing,0,0,0,0
Tunisia,Archery,0,0,0,0
Tunisia,Boxing,0,0,0,0
Tunisia,Canoe Sprint,0,0,0,0
Tunisia,Fencing,0,0,0,0
Tunisia,Judo,0,0,0,0
Tunisia,Marathon Swimming,0,0,0,0
Tunisia,Shooting,0,0,0,0
Tunisia,Swimming,0,1,0,1
Tunisia,Table Tennis,0,0,0,0
Tunisia,Taekwondo,0,0,1,1
Tunisia,Tennis,0,0,0,0
Tunisia,Weightlifting,0,0,0,0
Tunisia,Wrestling,0,0,0,0
Turkey,Archery,0,1,0,1
Turkey,Artistic Gymnastics,1,0,0,1
Turkey,Athletics,0,0,0,0
Turkey,Badminton,0,0,0,0
Turkey,Boxing,0,1,1,2
Turkey,Cycling Road,0,0,0,0
Turkey,Fencing,0,0,0,0
Turkey,Judo,0,0,0,0
Turkey,Karate,3,0,1,4
Turkey,Modern Pentathlon,0,0,0,0
Turkey,Rowing,0,0,0,0
Turkey,Sailing,0,0,0,0
Turkey,Shooting,0,0,0,0
Turkey,Taekwondo,2,0,0,2
Turkey,Weightlifting,0,0,0,0
Turkey,Wrestling,3,0,0,3
Turkmenistan,Judo,0,0,0,0
Turkmenistan,Weightlifting,0,0,1,1
Uganda,Athletics,1,2,1,4
Uganda,Boxing,0,0,0,0
Uganda,Rowing,0,0,0,0
Ukraine,Archery,0,0,0,0
Ukraine,Artistic Gymnastics,0,0,0,0
Ukraine,Athletics,1,0,0,1
Ukraine,Badminton,0,0,0,0
Ukraine,Boxing,0,0,1,1
Ukraine,Canoe Slalom,0,0,0,0
Ukraine,Canoe Sprint,1,0,0,1
Ukraine,Cycling Mountain Bike,0,0,0,0
Ukraine,Cycling Road,0,0,0,0
Ukraine,Cycling Track,0,0,1,1
Ukraine,Diving,0,0,0,0
Ukraine,Equestrian,0,0,0,0
Ukraine,Fencing,1,0,0,1
Ukraine,Judo,1,0,0,1
Ukraine,Karate,1,0,1,2
Ukraine,Marathon Swimming,0,0,0,0
Ukraine,Modern Pentathlon,0,0,0,0
Ukraine,Rhythmic Gymnastics,0,0,0,0
Ukraine,Shooting,0,0,0,0
Ukraine,Swimming,1,0,1,2
Ukraine,Table Tennis,0,0,0,0
Ukraine,Tennis,1,0,0,1
Ukraine,Weightlifting,0,0,0,0
Ukraine,Wrestling,2,1,1,4
United Arab Emirates,Judo,0,0,0,0
United Arab Emirates,Shooting,0,0,0,0
United Republic of Tanzania,Athletics,0,0,0,0
United States of America,Archery,0,0,0,0
United States of America,Artistic Gymnastics,2,2,1,5
United States of America,Athletics,6,5,11,22
United States of America,Badminton,0,0,0,0
United States of America,Boxing,1,0,3,4
United States of America,Canoe Slalom,0,0,0,0
United States of America,Canoe Sprint,0,1,0,1
United States of America,Cycling BMX Freestyle,0,0,1,1
United States of America,Cycling BMX Racing,0,0,0,0
United States of America,Cycling Mountain Bike,0,0,0,0
United States of America,Cycling Road,0,0,0,0
United States of America,Cycling Track,0,1,0,1
United States of America,Diving,1,0,0,1
United States of America,Equestrian,0,0,0,0
United States of America,Fencing,0,1,0,1
United States of America,Golf,0,2,0,2
United States of America,Judo,0,0,0,0
United States of America,Karate,1,0,0,1
United States of America,Marathon Swimming,0,0,0,0
United States of America,Modern Pentathlon,0,0,0,0
United States of America,Rowing,0,0,0,0
United States of America,Sailing,0,0,0,0
United States of America,Shooting,0,3,1,4
United States of America,Skateboarding,2,0,0,2
United States of America,Sport Climbing,0,0,1,1
United States of America,Surfing,0,1,0,1
United States of America,Swimming,8,9,8,25
United States of America,Table Tennis,0,0,0,0
United States of America,Taekwondo,0,1,0,1
United States of America,Tennis,0,0,0,0
United States of America,Trampoline Gymnastics,0,0,0,0
United States of America,Triathlon,1,0,0,1
United States of America,Weightlifting,1,0,1,2
United States of America,Wrestling,4,3,2,9
Uruguay,Judo,0,0,0,0
Uruguay,Sailing,0,0,0,0
Uzbekistan,Athletics,0,0,0,0
Uzbekistan,Boxing,0,1,0,1
Uzbekistan,Canoe Sprint,0,0,0,0
Uzbekistan,Cycling Road,0,0,0,0
Uzbekistan,Fencing,0,0,0,0
Uzbekistan,Judo,1,0,0,1
Uzbekistan,Modern Pentathlon,0,0,0,0
Uzbekistan,Shooting,0,0,0,0
Uzbekistan,Taekwondo,0,1,0,1
Uzbekistan,Tennis,0,0,0,0
Uzbekistan,Weightlifting,0,1,0,1
Uzbekistan,Wrestling,1,0,0,1
Vanuatu,Judo,0,0,0,0
Vanuatu,Rowing,0,0,0,0
Vanuatu,Table Tennis,0,0,0,0
Venezuela,Athletics,0,1,0,1
Venezuela,Boxing,0,0,0,0
Venezuela,Cycling BMX Freestyle,0,0,1,1
Venezuela,Cycling Road,0,0,0,0
Venezuela,Diving,0,0,0,0
Venezuela,Fencing,0,0,0,0
Venezuela,Golf,0,0,0,0
Venezuela,Judo,0,0,0,0
Venezuela,Karate,0,0,0,0
Venezuela,Marathon Swimming,0,0,0,0
Venezuela,Sailing,0,0,0,0
Venezuela,Shooting,0,0,0,0
Venezuela,Weightlifting,0,0,2,2
Vietnam,Archery,0,0,0,0
Vietnam,Badminton,0,0,0,0
Vietnam,Boxing,0,0,0,0
Vietnam,Judo,0,0,0,0
Vietnam,Shooting,0,0,0,0
Vietnam,Taekwondo,0,0,0,0
Vietnam,Weightlifting,0,0,0,0
"Virgin Islands, British",Athletics,0,0,0,0
"Virgin Islands, US",Archery,0,0,0,0
Yemen,Judo,0,0,0,0
Yemen,Shooting,0,0,0,0
Zambia,Boxing,0,0,0,0
Zambia,Judo,0,0,0,0
Zimbabwe,Golf,0,0,0,0
Zimbabwe,Rowing,0,0,0,0
