sport,event,medal,rank,country_name,country_code,athlete_full_name
Artistic Gymnastics,Men's Vault,3.0,3,Armenia,ARM,Artur DAVTYAN
Artistic Gymnastics,Men's Vault,,7,Turkey,TUR,Ahmet ONDER
Artistic Gymnastics,Men's Vault,,8,Brazil,BRA,Caio SOUZA
Artistic Gymnastics,Women's Floor Exercise,3.0,3,ROC,ROC,Angelina MELNIKOVA
Artistic Gymnastics,Women's Floor Exercise,2.0,2,Italy,ITA,Vanessa FERRARI
Artistic Gymnastics,Women's Floor Exercise,3.0,3,Japan,JPN,Mai MURAKAMI
Artistic Gymnastics,Women's Floor Exercise,1.0,1,United States of America,USA,Jade CAREY
Artistic Gymnastics,Women's Floor Exercise,,6,Great Britain,GBR,Jessica GADIROVA
Artistic Gymnastics,Women's Floor Exercise,,5,Brazil,BRA,Rebeca ANDRADE
Artistic Gymnastics,Women's Floor Exercise,,7,Great Britain,GBR,Jennifer GADIROVA
Artistic Gymnastics,Women's Floor Exercise,,8,ROC,ROC,Viktoria LISTUNOVA
Artistic Gymnastics,Women's Uneven Bars,2.0,2,ROC,ROC,Anastasiia ILIANKOVA
Artistic Gymnastics,Women's Uneven Bars,1.0,1,Belgium,BEL,Nina DERWAEL
Artistic Gymnastics,Women's Uneven Bars,,8,ROC,ROC,Angelina MELNIKOVA
Artistic Gymnastics,Women's Uneven Bars,3.0,3,United States of America,USA,Sunisa LEE
Artistic Gymnastics,Women's Uneven Bars,,4,People's Republic of China,CHN,Yufei LU
Artistic Gymnastics,Women's Uneven Bars,,6,France,FRA,Melanie DE JESUS DOS SANTOS
Artistic Gymnastics,Women's Uneven Bars,,7,People's Republic of China,CHN,Yilin FAN
Artistic Gymnastics,Women's Uneven Bars,,5,Germany,GER,Elisabeth SEITZ
Artistic Gymnastics,Men's Parallel Bars,2.0,2,Germany,GER,Lukas DAUSER
Artistic Gymnastics,Men's Parallel Bars,,4,People's Republic of China,CHN,Hao YOU
Artistic Gymnastics,Men's Parallel Bars,3.0,3,Turkey,TUR,Ferhat ARICAN
Artistic Gymnastics,Men's Parallel Bars,,8,Great Britain,GBR,Joe FRASER
Artistic Gymnastics,Men's Parallel Bars,,7,Ukraine,UKR,Petro PAKHNYUK
Artistic Gymnastics,Men's Parallel Bars,,6,United States of America,USA,Sam Mikulak
Artistic Gymnastics,Men's Parallel Bars,1.0,1,People's Republic of China,CHN,Jingyuan ZOU
Artistic Gymnastics,Men's Parallel Bars,,5,ROC,ROC,David BELYAVSKIY
Artistic Gymnastics,Men's Floor Exercise,,4,Republic of Korea,KOR,Sunghyun RYU
Artistic Gymnastics,Men's Floor Exercise,,8,Republic of Korea,KOR,Hansol KIM
Artistic Gymnastics,Men's Floor Exercise,1.0,1,Israel,ISR,Artem DOLGOPYAT
Artistic Gymnastics,Men's Floor Exercise,3.0,3,People's Republic of China,CHN,Ruoteng XIAO
Artistic Gymnastics,Men's Floor Exercise,2.0,2,Spain,ESP,Rayderley Miguel ZAPATA
Artistic Gymnastics,Men's Floor Exercise,,6,United States of America,USA,Yul MOLDAUER
Artistic Gymnastics,Men's Floor Exercise,,7,ROC,ROC,Nikita NAGORNYY
Artistic Gymnastics,Men's Floor Exercise,,5,Kazakhstan,KAZ,Milad KARIMI
Artistic Gymnastics,Men's Rings,,4,France,FRA,Samir AIT SAID
Artistic Gymnastics,Men's Rings,,6,ROC,ROC,Denis ABLYAZIN
Artistic Gymnastics,Men's Rings,3.0,3,Greece,GRE,Eleftherios PETROUNIAS
Artistic Gymnastics,Men's Rings,,8,Brazil,BRA,Arthur ZANETTI
Artistic Gymnastics,Men's Rings,2.0,2,People's Republic of China,CHN,Hao YOU
Artistic Gymnastics,Men's Rings,,5,Turkey,TUR,Ibrahim COLAK
Artistic Gymnastics,Men's Rings,,7,Turkey,TUR,Adem ASIL
Artistic Gymnastics,Men's Rings,1.0,1,People's Republic of China,CHN,Yang LIU
Golf,Women's Individual Stroke Play,,9,Denmark,DEN,Nanna Koerstz MADSEN
Golf,Women's Individual Stroke Play,,15,Chinese Taipei,TPE,Wei-Ling HSU
Golf,Women's Individual Stroke Play,,9,Philippines,PHI,Yuka SASO
Golf,Women's Individual Stroke Play,,59,Italy,ITA,Lucrezia COLOMBOTTO ROSSO
Golf,Women's Individual Stroke Play,,5,Australia,AUS,Hannah GREEN
Golf,Women's Individual Stroke Play,,49,Canada,CAN,Alena SHARP
Golf,Women's Individual Stroke Play,,29,Australia,AUS,Minjee LEE
Golf,Women's Individual Stroke Play,,29,Canada,CAN,Brooke HENDERSON
Golf,Women's Individual Stroke Play,,9,Japan,JPN,Nasa HATAOKA
Golf,Women's Individual Stroke Play,,54,Switzerland,SUI,Kim METRAUX
Golf,Women's Individual Stroke Play,,43,Thailand,THA,Ariya JUTANUGARN
Golf,Women's Individual Stroke Play,,23,Sweden,SWE,Anna NORDQVIST
Golf,Women's Individual Stroke Play,,46,Belgium,BEL,Manon DE ROEY
Golf,Women's Individual Stroke Play,,33,United States of America,USA,Lexi THOMPSON
Golf,Women's Individual Stroke Play,,40,Germany,GER,Sophia POPOV
Golf,Women's Individual Stroke Play,,9,Republic of Korea,KOR,Seiyoung KIM
Golf,Women's Individual Stroke Play,,43,Morocco,MAR,Maha HADDIOUI
Golf,Women's Individual Stroke Play,,34,Malaysia,MAS,Kelly TAN
Golf,Women's Individual Stroke Play,,15,Republic of Korea,KOR,Hyojoo KIM
Golf,Women's Individual Stroke Play,,23,Republic of Korea,KOR,Inbee PARK
Golf,Women's Individual Stroke Play,,23,Ireland,IRL,Leona MAGUIRE
Golf,Women's Individual Stroke Play,,23,Czech Republic,CZE,Klara SPILKOVA
Golf,Women's Individual Stroke Play,,40,Germany,GER,Caroline MASSON
Golf,Women's Individual Stroke Play,,20,Sweden,SWE,Madelene SAGSTROM
Golf,Women's Individual Stroke Play,,23,Mexico,MEX,Maria Jose FASSI ALVAREZ
Golf,Women's Individual Stroke Play,,15,United States of America,USA,Jessica KORDA
Golf,Women's Individual Stroke Play,,50,"Hong Kong, China",HKG,Tiffany CHAN
Golf,Women's Individual Stroke Play,2.0,2,Japan,JPN,Mone INAMI
Golf,Women's Individual Stroke Play,,34,France,FRA,Celine BOUTIER
Golf,Women's Individual Stroke Play,,38,Ecuador,ECU,Daniela DARQUEA
Golf,Women's Individual Stroke Play,,20,United States of America,USA,Danielle KANG
Golf,Women's Individual Stroke Play,,4,India,IND,Aditi ASHOK
Golf,Women's Individual Stroke Play,,50,Spain,ESP,Azahara MUNOZ
Golf,Women's Individual Stroke Play,,29,France,FRA,Perrine DELACOUR
Golf,Women's Individual Stroke Play,,20,Finland,FIN,Sanna NUUTINEN
Golf,Women's Individual Stroke Play,,23,Thailand,THA,Patty TAVATANAKIT
Golf,Women's Individual Stroke Play,,50,India,IND,Diksha DAGAR
Golf,Women's Individual Stroke Play,,60,Norway,NOR,Tonje DAFFINRUD
Golf,Women's Individual Stroke Play,,34,Slovenia,SLO,Pia BABNIK
Golf,Women's Individual Stroke Play,,40,Great Britain,GBR,Jodi EWART SHADOFF
Golf,Women's Individual Stroke Play,,38,Mexico,MEX,Gaby LOPEZ
Golf,Women's Individual Stroke Play,,5,Denmark,DEN,Emily Kristine PEDERSEN
Golf,Women's Individual Stroke Play,,46,Italy,ITA,Giulia MOLINARO
Golf,Women's Individual Stroke Play,,57,Netherlands,NED,Anne VAN DAM
Golf,Women's Individual Stroke Play,,50,Colombia,COL,Mariajo URIBE
Golf,Women's Individual Stroke Play,,58,Argentina,ARG,Magdalena SIMMERMACHER
Golf,Women's Individual Stroke Play,,43,Philippines,PHI,Bianca PAGDANGANAN
Golf,Women's Individual Stroke Play,,8,People's Republic of China,CHN,Shanshan FENG
Golf,Women's Individual Stroke Play,,29,Spain,ESP,Carlota CIGANDA
Golf,Women's Individual Stroke Play,,56,Austria,AUT,Christine WOLF
Golf,Women's Individual Stroke Play,,55,Great Britain,GBR,Mel REID
Golf,Women's Individual Stroke Play,,9,Republic of Korea,KOR,Jin Young KO
Golf,Women's Individual Stroke Play,,34,Chinese Taipei,TPE,Min LEE
Golf,Women's Individual Stroke Play,3.0,3,New Zealand,NZL,Lydia KO
Golf,Women's Individual Stroke Play,,18,Finland,FIN,Matilda CASTREN
Golf,Women's Individual Stroke Play,,7,Ireland,IRL,Stephanie MEADOW
Golf,Women's Individual Stroke Play,,9,People's Republic of China,CHN,Xiyu LIN
Golf,Women's Individual Stroke Play,1.0,1,United States of America,USA,Nelly KORDA
Golf,Women's Individual Stroke Play,,18,Switzerland,SUI,Albane VALENZUELA
Golf,Women's Individual Stroke Play,,48,Puerto Rico,PUR,Maria TORRES
Golf,Men's Individual Stroke Play,,32,Italy,ITA,Guido MIGLIOZZI
Golf,Men's Individual Stroke Play,,4,Chile,CHI,Mito PEREIRA
Golf,Men's Individual Stroke Play,,53,Norway,NOR,Kristian Krogh JOHANNESSEN
Golf,Men's Individual Stroke Play,,38,Spain,ESP,Adri ARNAUS
Golf,Men's Individual Stroke Play,,32,People's Republic of China,CHN,Ashun WU
Golf,Men's Individual Stroke Play,,4,Colombia,COL,Juan Sebastian MUNOZ AMAYA
Golf,Men's Individual Stroke Play,,27,Finland,FIN,Sami VALIMAKI
Golf,Men's Individual Stroke Play,2.0,2,Slovakia,SVK,Rory SABBATINI
Golf,Men's Individual Stroke Play,,51,Poland,POL,Adrian MERONK
Golf,Men's Individual Stroke Play,,59,Spain,ESP,Jorge CAMPILLO
Golf,Men's Individual Stroke Play,,14,Mexico,MEX,Abraham ANCER SAGASTEGUI
Golf,Men's Individual Stroke Play,,45,Sweden,SWE,Henrik NORLANDER
Golf,Men's Individual Stroke Play,,16,Sweden,SWE,Alex NOREN
Golf,Men's Individual Stroke Play,,4,United States of America,USA,Collin MORIKAWA
Golf,Men's Individual Stroke Play,,32,Republic of Korea,KOR,Si Woo KIM
Golf,Men's Individual Stroke Play,,27,Thailand,THA,Jazz JANEWATTANANOND
Golf,Men's Individual Stroke Play,,55,Philippines,PHI,Juvic PAGUNSAN
Golf,Men's Individual Stroke Play,,38,Denmark,DEN,Rasmus HOEJGAARD
Golf,Men's Individual Stroke Play,,56,India,IND,Udayan S. MANE
Golf,Men's Individual Stroke Play,,14,Norway,NOR,Viktor HOVLAND
Golf,Men's Individual Stroke Play,,45,Thailand,THA,Gunn CHAROENKUL
Golf,Men's Individual Stroke Play,,16,South Africa,RSA,Christiaan BEZUIDENHOUT
Golf,Men's Individual Stroke Play,,35,Germany,GER,Hurly LONG
Golf,Men's Individual Stroke Play,,22,United States of America,USA,Patrick REED
Golf,Men's Individual Stroke Play,,16,Great Britain,GBR,Tommy FLEETWOOD
Golf,Men's Individual Stroke Play,,53,South Africa,RSA,Garrick HIGGO
Golf,Men's Individual Stroke Play,,4,Great Britain,GBR,Paul CASEY
Golf,Men's Individual Stroke Play,,16,Venezuela,VEN,Jhonattan VEGAS
Golf,Men's Individual Stroke Play,,16,Zimbabwe,ZIM,Scott Nicholas VINCENT
Golf,Men's Individual Stroke Play,,42,Mexico,MEX,Carlos ORTIZ BECERRA
Golf,Men's Individual Stroke Play,,42,India,IND,Anirban LAHIRI
Golf,Men's Individual Stroke Play,,22,United States of America,USA,Justin THOMAS
Golf,Men's Individual Stroke Play,,57,Malaysia,MAS,Gavin GREEN
Golf,Men's Individual Stroke Play,,45,Finland,FIN,Kalle SAMOOJA
Golf,Men's Individual Stroke Play,3.0,3,Chinese Taipei,TPE,C.T. PAN
Golf,Men's Individual Stroke Play,,45,France,FRA,Antoine ROZNER
Golf,Men's Individual Stroke Play,,22,Ireland,IRL,Shane LOWRY
Golf,Men's Individual Stroke Play,,42,New Zealand,NZL,Ryan FOX
Golf,Men's Individual Stroke Play,,50,Canada,CAN,Mackenzie HUGHES
Golf,Men's Individual Stroke Play,,60,Czech Republic,CZE,Ondrej LIESER
Golf,Men's Individual Stroke Play,,13,Canada,CAN,Corey CONNERS
Golf,Men's Individual Stroke Play,,4,Ireland,IRL,Rory MCILROY
Golf,Men's Individual Stroke Play,,45,Germany,GER,Maximilian KIEFFER
Golf,Men's Individual Stroke Play,,35,Paraguay,PAR,Fabrizio ZANOTTI
Golf,Men's Individual Stroke Play,,27,Italy,ITA,Renato PARATORE
Golf,Men's Individual Stroke Play,,4,Japan,JPN,Hideki MATSUYAMA
Golf,Men's Individual Stroke Play,,35,France,FRA,Romain LANGASQUE
Golf,Men's Individual Stroke Play,,27,Denmark,DEN,Joachim B. HANSEN
Golf,Men's Individual Stroke Play,,38,Japan,JPN,Rikuya HOSHINO
Golf,Men's Individual Stroke Play,,10,Chile,CHI,Joaquin NIEMANN
Golf,Men's Individual Stroke Play,,10,Austria,AUT,Sepp STRAKA
Golf,Men's Individual Stroke Play,,22,Belgium,BEL,Thomas DETRY
Golf,Men's Individual Stroke Play,,10,Australia,AUS,Cameron SMITH
Golf,Men's Individual Stroke Play,,51,Australia,AUS,Marc LEISHMAN
Golf,Men's Individual Stroke Play,,16,Belgium,BEL,Thomas PIETERS
Golf,Men's Individual Stroke Play,1.0,1,United States of America,USA,Xander SCHAUFFELE
Golf,Men's Individual Stroke Play,,22,Republic of Korea,KOR,Sungjae IM
Golf,Men's Individual Stroke Play,,27,Austria,AUT,Matthias SCHWAB
Golf,Men's Individual Stroke Play,,38,People's Republic of China,CHN,Yechun YUAN
Golf,Men's Individual Stroke Play,,57,Puerto Rico,PUR,Rafael CAMPOS
Cycling BMX Freestyle,Women's Park,1.0,1,Great Britain,GBR,Charlotte WORTHINGTON
Cycling BMX Freestyle,Women's Park,2.0,2,United States of America,USA,Hannah ROBERTS
Cycling BMX Freestyle,Women's Park,,7,Japan,JPN,Minato OIKE
Cycling BMX Freestyle,Women's Park,,6,Germany,GER,Lara Marie LESSMANN
Cycling BMX Freestyle,Women's Park,,4,United States of America,USA,Perris BENEGAS
Cycling BMX Freestyle,Women's Park,,8,Chile,CHI,Macarena PEREZ GRASSET
Cycling BMX Freestyle,Women's Park,,5,Australia,AUS,Natalya DIEHM
Cycling BMX Freestyle,Women's Park,3.0,3,Switzerland,SUI,Nikita DUCARROZ
Cycling BMX Freestyle,Women's Park,,9,ROC,ROC,Elizaveta POSADSKIKH
Cycling BMX Freestyle,Men's Park,,6,ROC,ROC,Irek RIZAEV
Cycling BMX Freestyle,Men's Park,2.0,2,Venezuela,VEN,Daniel DHERS
Cycling BMX Freestyle,Men's Park,,9,United States of America,USA,Nick BRUCE
Cycling BMX Freestyle,Men's Park,,7,France,FRA,Anthony JEANJEAN
Cycling BMX Freestyle,Men's Park,,8,United States of America,USA,Justin DOWELL
Cycling BMX Freestyle,Men's Park,,4,Costa Rica,CRC,Kenneth Fabian TENCIO ESQUIVEL
Cycling BMX Freestyle,Men's Park,,5,Japan,JPN,Rimu NAKAMURA
Cycling BMX Freestyle,Men's Park,3.0,3,Great Britain,GBR,Declan BROOKS
Cycling BMX Freestyle,Men's Park,1.0,1,Australia,AUS,Logan MARTIN
Judo,Women -57 kg,,5,Georgia,GEO,Eteri LIPARTELIANI
Judo,Women -57 kg,,17,Austria,AUT,Sabrina FILZMOSER
Judo,Women -57 kg,,17,Mongolia,MGL,Sumiya DORJSUREN
Judo,Women -57 kg,,7,Israel,ISR,Timna NELSON LEVY
Judo,Women -57 kg,,9,Netherlands,NED,Sanne VERHAGEN
Judo,Women -57 kg,3.0,3,Japan,JPN,Tsukasa YOSHIDA
Judo,Women -57 kg,,9,Portugal,POR,Telma MONTEIRO
Judo,Women -57 kg,,9,Chinese Taipei,TPE,Chen-Ling LIEN
Judo,Women -57 kg,,17,Refugee Olympic Team,EOR,Sanda Aldass
Judo,Women -57 kg,,5,Slovenia,SLO,Kaja KAJZER
Judo,Women -57 kg,,7,Poland,POL,Julia KOWALCZYK
Judo,Women -57 kg,2.0,2,France,FRA,Sarah Leonie CYSIQUE
Judo,Women -57 kg,,17,Panama,PAN,Miryam ROPER
Judo,Women -57 kg,,9,Republic of Korea,KOR,Jisu KIM
Judo,Women -57 kg,,17,ROC,ROC,Daria MEZHETSKAIA
Judo,Women -57 kg,,9,People's Republic of China,CHN,Tongjuan LU
Judo,Women -57 kg,,9,Germany,GER,Theresa STOLL
Judo,Women -57 kg,,17,Tunisia,TUN,Ghofran KHELIFI
Judo,Women -57 kg,3.0,3,Canada,CAN,Jessica KLIMKAIT
Judo,Women -57 kg,,17,Hungary,HUN,Hedvig KARAKAS
Judo,Women -57 kg,1.0,1,Kosovo,KOS,Nora GJAKOVA
Judo,Women -57 kg,,17,Angola,ANG,Diassonema MUCUNGUI
Judo,Women -57 kg,,9,Bulgaria,BUL,Ivelina ILIEVA
Judo,Women -57 kg,,17,C̫te d'Ivoire,CIV,Zoulehia Abzetta DABONNE
Judo,Women -57 kg,,9,Serbia,SRB,Marica PERISIC
Judo,Women +78 kg,2.0,2,Cuba,CUB,Idalys ORTIZ
Judo,Women +78 kg,,9,Tunisia,TUN,Nihel CHEIKH ROUHOU
Judo,Women +78 kg,,5,Turkey,TUR,Kayra SAYIT
Judo,Women +78 kg,,17,United States of America,USA,Nina CUTRO-KELLY
Judo,Women +78 kg,,9,Slovenia,SLO,Anamari VELENSEK
Judo,Women +78 kg,,9,Belarus,BLR,Maryna SLUTSKAYA
Judo,Women +78 kg,,17,Cameroon,CMR,Hortence Vanessa MBALLA ATANGANA
Judo,Women +78 kg,,17,Nicaragua,NCA,Izayana MARENCO
Judo,Women +78 kg,1.0,1,Japan,JPN,Akira SONE
Judo,Women +78 kg,,7,Brazil,BRA,Maria Suelen ALTHEMAN
Judo,Women +78 kg,,7,Republic of Korea,KOR,Mijin HAN
Judo,Women +78 kg,3.0,3,France,FRA,Romane DICKO
Judo,Women +78 kg,,17,Croatia,CRO,Ivana MARANIC
Judo,Women +78 kg,,17,Trinidad and Tobago,TTO,Gabriella WOOD
Judo,Women +78 kg,,17,Saudi Arabia,KSA,Tahani ALQAHTANI
Judo,Women +78 kg,3.0,3,Azerbaijan,AZE,Iryna KINDZERSKA
Judo,Women +78 kg,,17,Great Britain,GBR,Sarah ADLINGTON
Judo,Women +78 kg,,17,Algeria,ALG,Sonia ASSELAH
Judo,Women +78 kg,,5,People's Republic of China,CHN,Shiyan XU
Judo,Women +78 kg,,17,Puerto Rico,PUR,Melissa MOJICA
Judo,Women +78 kg,,9,Ukraine,UKR,Yelyzaveta KALANINA
Judo,Women +78 kg,,17,Germany,GER,Jasmin KUELBS
Judo,Women +78 kg,,17,Netherlands,NED,Tessie SAVELKOULS
Judo,Women +78 kg,,9,Portugal,POR,Rochele NUNES
Judo,Women +78 kg,,9,Lithuania,LTU,Sandra JABLONSKYTE
Judo,Women +78 kg,,9,Bosnia and Herzegovina,BIH,Larisa CERIC
Judo,Women +78 kg,,9,Israel,ISR,Raz HERSHKO
Judo,Women -70 kg,3.0,3,Netherlands,NED,Sanne VAN DIJKE
Judo,Women -70 kg,,17,Tunisia,TUN,Nihel LANDOLSI
Judo,Women -70 kg,,17,Morocco,MAR,Assmaa NIANG
Judo,Women -70 kg,,17,People's Republic of China,CHN,Xiaoqian SUN
Judo,Women -70 kg,2.0,2,Austria,AUT,Michaela POLLERES
Judo,Women -70 kg,,17,Spain,ESP,Maria BERNABEU
Judo,Women -70 kg,,9,Puerto Rico,PUR,Maria PEREZ DIAZ
Judo,Women -70 kg,,17,Venezuela,VEN,Elvismar RODRIGUEZ
Judo,Women -70 kg,,9,Australia,AUS,Aoife COUGHLAN
Judo,Women -70 kg,,17,Jamaica,JAM,Ebony DRYSDALE DALEY
Judo,Women -70 kg,,7,Italy,ITA,Alice BELLANDI
Judo,Women -70 kg,,17,Cameroon,CMR,Ayuk Otay ARREY SOPHINA
Judo,Women -70 kg,,17,Great Britain,GBR,Gemma HOWELL
Judo,Women -70 kg,1.0,1,Japan,JPN,Chizuru ARAI
Judo,Women -70 kg,,17,Refugee Olympic Team,EOR,Nigara Shaheen
Judo,Women -70 kg,,5,Germany,GER,Giovanna SCOCCIMARRO
Judo,Women -70 kg,,9,Portugal,POR,Barbara TIMO
Judo,Women -70 kg,,9,Republic of Korea,KOR,Seongyeon KIM
Judo,Women -70 kg,,9,Sweden,SWE,Anna BERNHOLM
Judo,Women -70 kg,,17,Chad,CHA,Demos MEMNELOUM
Judo,Women -70 kg,,17,Ireland,IRL,Megan FLETCHER
Judo,Women -70 kg,3.0,3,ROC,ROC,Madina TAIMAZOVA
Judo,Women -70 kg,,7,Greece,GRE,Elisavet TELTSIDOU
Judo,Women -70 kg,,9,France,FRA,Margaux PINOT
Judo,Women -70 kg,,17,Kiribati,KIR,Kinaua BIRIBO
Judo,Women -70 kg,,9,Uzbekistan,UZB,Gulnoza MATNIYAZOVA
Judo,Women -70 kg,,9,Brazil,BRA,Maria PORTELA
Judo,Women -70 kg,,5,Croatia,CRO,Barbara MATIC
Judo,Women -78 kg,,17,People's Republic of China,CHN,Zhenzhao MA
Judo,Women -78 kg,,7,Netherlands,NED,Guusje STEENHUIS
Judo,Women -78 kg,,17,Ecuador,ECU,Vanessa CHALA
Judo,Women -78 kg,,17,Democratic Republic of the Congo,COD,Marie BRANSER
Judo,Women -78 kg,,5,Cuba,CUB,Kaliema ANTOMARCHI
Judo,Women -78 kg,,9,Austria,AUT,Bernadette GRAF
Judo,Women -78 kg,,9,Ukraine,UKR,Anastasiya TURCHYN
Judo,Women -78 kg,,9,Israel,ISR,Inbar LANIR
Judo,Women -78 kg,2.0,2,France,FRA,Madeleine MALONGA
Judo,Women -78 kg,,17,United States of America,USA,Nefeli PAPADAKIS
Judo,Women -78 kg,,9,Kosovo,KOS,Loriana KUKA
Judo,Women -78 kg,1.0,1,Japan,JPN,Shori HAMADA
Judo,Women -78 kg,,5,Republic of Korea,KOR,Hyunji YOON
Judo,Women -78 kg,,17,Gabon,GAB,Sarah Myriam MAZOUZ
Judo,Women -78 kg,,9,Poland,POL,Beata PACUT
Judo,Women -78 kg,,9,Croatia,CRO,Karla PRODAN
Judo,Women -78 kg,,9,Portugal,POR,Patricia SAMPAIO
Judo,Women -78 kg,,7,ROC,ROC,Aleksandra BABINTSEVA
Judo,Women -78 kg,,17,Venezuela,VEN,Karen LEON
Judo,Women -78 kg,3.0,3,Brazil,BRA,Mayra AGUIAR
Judo,Women -78 kg,3.0,3,Germany,GER,Anna-Maria WAGNER
Judo,Women -78 kg,,17,Mongolia,MGL,Munkhtsetseg OTGON
Judo,Women -78 kg,,17,Montenegro,MNE,Jovana PEKOVIC
Judo,Women -78 kg,,9,Great Britain,GBR,Natalie POWELL
Judo,Men -81 kg,,9,Bulgaria,BUL,Ivaylo IVANOV
Judo,Men -81 kg,,17,Egypt,EGY,Mohamed ABDELAAL
Judo,Men -81 kg,,7,ROC,ROC,Alan KHUBETSOV
Judo,Men -81 kg,,33,Comoros,COM,Housni THAOUBANI
Judo,Men -81 kg,,17,Lebanon,LBN,Nacif ELIAS
Judo,Men -81 kg,3.0,3,Belgium,BEL,Matthias CASSE
Judo,Men -81 kg,,9,Republic of Korea,KOR,Sungho LEE
Judo,Men -81 kg,,17,Portugal,POR,Anri EGUTIDZE
Judo,Men -81 kg,,9,Sweden,SWE,Robin PACEK
Judo,Men -81 kg,,9,Italy,ITA,Christian PARLATI
Judo,Men -81 kg,,17,Turkey,TUR,Vedat ALBAYRAK
Judo,Men -81 kg,2.0,2,Mongolia,MGL,Saeid MOLLAEI
Judo,Men -81 kg,,5,Germany,GER,Dominic RESSEL
Judo,Men -81 kg,,17,Puerto Rico,PUR,Adrian GANDIA
Judo,Men -81 kg,,33,Hungary,HUN,Attila UNGVARI
Judo,Men -81 kg,,17,Greece,GRE,Alexios NTANATSIDIS
Judo,Men -81 kg,,17,Uruguay,URU,Alain APRAHAMIAN
Judo,Men -81 kg,,9,Canada,CAN,Antoine VALOIS-FORTIER
Judo,Men -81 kg,,17,Brazil,BRA,Eduardo Yudy SANTOS
Judo,Men -81 kg,,9,Netherlands,NED,Frank DE WIT
Judo,Men -81 kg,3.0,3,Austria,AUT,Shamil BORCHASHVILI
Judo,Men -81 kg,,DNS,Sierra Leone,SLE,Frederick HARRIS
Judo,Men -81 kg,,17,Palestine,PLE,Wesam ABU RMILAH
Judo,Men -81 kg,,17,Vanuatu,VAN,Hugo CUMBO
Judo,Men -81 kg,,17,Samoa,SAM,Peniamina PERCIVAL
Judo,Men -81 kg,,17,Kyrgyzstan,KGZ,Vladimir ZOLOEV
Judo,Men -81 kg,,5,Georgia,GEO,Tato GRIGALASHVILI
Judo,Men -81 kg,,9,Israel,ISR,Sagi MUKI
Judo,Men -81 kg,,7,Uzbekistan,UZB,Sharofiddin BOLTABOEV
Judo,Men -81 kg,,9,Azerbaijan,AZE,Murad FATIYEV
Judo,Men -81 kg,1.0,1,Japan,JPN,Takanori NAGASE
Judo,Men -81 kg,,17,Kazakhstan,KAZ,Didar KHAMZA
Judo,Men -81 kg,,17,Argentina,ARG,Emmanuel LUCENTI
Judo,Men -81 kg,,33,Guam,GUM,Joshter ANDREW
Judo,Men -81 kg,,17,Tajikistan,TJK,Akmal MURODOV
Judo,Men -66 kg,,9,France,FRA,Kilian LE BLOUCH
Judo,Men -66 kg,,9,Kazakhstan,KAZ,Yerlan SERIKZHANOV
Judo,Men -66 kg,,17,Qatar,QAT,Ayoub ELIDRISSI
Judo,Men -66 kg,,17,Albania,ALB,Indrit CULLHAJ
Judo,Men -66 kg,1.0,1,Japan,JPN,Hifumi ABE
Judo,Men -66 kg,,9,ROC,ROC,Yakub SHAMILOV
Judo,Men -66 kg,,9,Costa Rica,CRC,Ian SANCHO CHINCHILA
Judo,Men -66 kg,,9,Belarus,BLR,Dzmitry MINKOU
Judo,Men -66 kg,,17,Egypt,EGY,Mohamed ABDELAAL
Judo,Men -66 kg,,9,Australia,AUS,Nathan KATZ
Judo,Men -66 kg,,17,Spain,ESP,Alberto GAITERO MARTIN
Judo,Men -66 kg,,17,Mozambique,MOZ,Kevin LOFORTE
Judo,Men -66 kg,,17,Peru,PER,Juan POSTIGOS
Judo,Men -66 kg,,17,Azerbaijan,AZE,Orkhan SAFAROV
Judo,Men -66 kg,,7,Mongolia,MGL,Baskhuu YONDONPERENLEI
Judo,Men -66 kg,3.0,3,Brazil,BRA,Daniel CARGNIN
Judo,Men -66 kg,,5,Israel,ISR,Baruch SHMAILOV
Judo,Men -66 kg,,17,Zambia,ZAM,Steven MUNGANDU
Judo,Men -66 kg,,5,Italy,ITA,Manuel LOMBARDO
Judo,Men -66 kg,,17,Germany,GER,Sebastian SEIDL
Judo,Men -66 kg,,7,Slovenia,SLO,Adrian GOMBOC
Judo,Men -66 kg,3.0,3,Republic of Korea,KOR,Baul AN
Judo,Men -66 kg,,17,Uzbekistan,UZB,Sardor NURILLAEV
Judo,Men -66 kg,,17,Niger,NIG,Ismael ALHASSANE
Judo,Men -66 kg,2.0,2,Georgia,GEO,Vazha MARGVELASHVILI
Judo,Men -66 kg,,9,Republic of Moldova,MDA,Denis VIERU
Judo,Men -66 kg,,9,Ukraine,UKR,Georgii ZANTARAIA
Judo,Men -73 kg,,5,Canada,CAN,Arthur MARGELIDON
Judo,Men -73 kg,3.0,3,Republic of Korea,KOR,Changrim AN
Judo,Men -73 kg,,DNS,Algeria,ALG,Fethi NOURINE
Judo,Men -73 kg,,17,Switzerland,SUI,Nils STUMP
Judo,Men -73 kg,,33,Brazil,BRA,Eduardo BARBOSA
Judo,Men -73 kg,,33,Refugee Olympic Team,EOR,Ahmad Alikaj
Judo,Men -73 kg,,9,Tajikistan,TJK,Somon MAKHMADBEKOV
Judo,Men -73 kg,1.0,1,Japan,JPN,Shohei ONO
Judo,Men -73 kg,,DNS,Sudan,SUD,Mohamed ABDALRASOOL
Judo,Men -73 kg,,9,Republic of Moldova,MDA,Victor STERPU
